ID	CHARACTER	PINYIN	DOCULECT	PHONETIC_CLASS	KARLGREN_ID	READING	SOURCE
8783	枕	zhěn	Middle_Chinese		0656g	tsyimX	Wikibooks2016a
8784	忱	chén	Old_Chinese	0656	0656h		Karlgren1954
8785	忱	chén	Middle_Chinese		0656h	dzyim	Wikibooks2016a
8786	抌	dǎn	Old_Chinese	0656	0656i		Karlgren1954
8787	抌	dǎn	Middle_Chinese		0656i	tomX	Wikibooks2016a
8788	眈	dān	Old_Chinese	0656	0656j		Karlgren1954
8789	眈	dān	Middle_Chinese		0656j	tom	Wikibooks2016a
8790	眈	dān	Middle_Chinese		0656j	tomX	Wikibooks2016a
8791	紞	dǎn	Old_Chinese	0656	0656k		Karlgren1954
8792	紞	dǎn	Middle_Chinese		0656k	tamX	Wikibooks2016a
8793	耽	dān	Old_Chinese	0656	0656l		Karlgren1954
8794	耽	dān	Middle_Chinese		0656l	tom	Wikibooks2016a
8795	髧	dàn	Old_Chinese	0656	0656m		Karlgren1954
8796	髧	dàn	Middle_Chinese		0656m	domX	Wikibooks2016a
8797	黕	dǎn	Old_Chinese	0656	0656n		Karlgren1954
8798	黕	dǎn	Middle_Chinese		0656n	tomX	Wikibooks2016a
8799	醓	tǎn	Old_Chinese	0656	0656o		Karlgren1954
8800	醓	tǎn	Middle_Chinese		0656o	thomX	Wikibooks2016a
8801	㸒	yín	Old_Chinese	0657	0657a		Karlgren1954
8802	㸒	yín	Middle_Chinese		0657a	yim	Wikibooks2016a
8803	淫	yín	Old_Chinese	0657	0657b		Karlgren1954
8804	淫	yín	Middle_Chinese		0657b	yim	Wikibooks2016a
8805	甚	shén	Old_Chinese	0658	0658a		Karlgren1954
8806	甚	shén	Middle_Chinese		0658a	dzyimH	Wikibooks2016a
8807	甚	shén	Middle_Chinese		0658a	dzyimX	Wikibooks2016a
8808	煁	chén	Old_Chinese	0658	0658b		Karlgren1954
8809	煁	chén	Middle_Chinese		0658b	dzyim	Wikibooks2016a
8810	諶	chén	Old_Chinese	0658	0658c		Karlgren1954
8811	諶	chén	Middle_Chinese		0658c	dzyim	Wikibooks2016a
8812	揕	zhèn	Old_Chinese	0658	0658e		Karlgren1954
8813	揕	zhèn	Middle_Chinese		0658e	trimH	Wikibooks2016a
8814	椹	shèn	Old_Chinese	0658	0658f		Karlgren1954
8815	椹	shèn	Middle_Chinese		0658f	trim	Wikibooks2016a
8816	踸	chěn	Old_Chinese	0658	0658g		Karlgren1954
8817	踸	chěn	Middle_Chinese		0658g	trhimX	Wikibooks2016a
8818	斟	zhēn	Old_Chinese	0658	0658h		Karlgren1954
8819	斟	zhēn	Middle_Chinese		0658h	tsyim	Wikibooks2016a
8820	葚	rèn	Old_Chinese	0658	0658i		Karlgren1954
8821	葚	rèn	Middle_Chinese		0658i	dzyimX	Wikibooks2016a
8822	葚	rèn	Middle_Chinese		0658i	zyimX	Wikibooks2016a
8823	媅	dān	Old_Chinese	0658	0658j		Karlgren1954
8824	媅	dān	Middle_Chinese		0658j	tom	Wikibooks2016a
8825	湛	zhàn	Old_Chinese	0658	0658l		Karlgren1954
8826	湛	zhàn	Middle_Chinese		0658l	dreamX	Wikibooks2016a
8827	湛	zhàn	Middle_Chinese		0658l	drim	Wikibooks2016a
8828	湛	zhàn	Middle_Chinese		0658l	tom	Wikibooks2016a
8829	湛	zhàn	Middle_Chinese		0658l	tsjem	Wikibooks2016a
8830	黮	dǎn	Old_Chinese	0658	0658n		Karlgren1954
8831	黮	dǎn	Middle_Chinese		0658n	domX	Wikibooks2016a
8832	黮	dǎn	Middle_Chinese		0658n	thomX	Wikibooks2016a
8833	糂	sǎn	Old_Chinese	0658	0658o		Karlgren1954
8834	糂	sǎn	Middle_Chinese		0658o	somX	Wikibooks2016a
8835	堪	kān	Old_Chinese	0658	0658p		Karlgren1954
8836	堪	kān	Middle_Chinese		0658p	khom	Wikibooks2016a
8837	戡	kān	Old_Chinese	0658	0658q		Karlgren1954
8838	戡	kān	Middle_Chinese		0658q	khom	Wikibooks2016a
8839	嵁	kān	Old_Chinese	0658	0658r		Karlgren1954
8840	嵁	kān	Middle_Chinese		0658r	kheam	Wikibooks2016a
8841	嵁	kān	Middle_Chinese		0658r	khom	Wikibooks2016a
8842	嵁	kān	Middle_Chinese		0658r	ngom	Wikibooks2016a
8843	歁	kǎn	Old_Chinese	0658	0658-		Karlgren1954
8844	勘	kān	Old_Chinese	0658	0658-		Karlgren1954
8845	磡	kàn	Old_Chinese	0658	0658-		Karlgren1954
8846	墈	kàn	Old_Chinese	0658	0658-		Karlgren1954
8847	偡	zhàn	Old_Chinese	0658	0658-		Karlgren1954
8848	碪	zhēn	Old_Chinese	0658	0658-		Karlgren1954
8849	鍖	chěn	Old_Chinese	0658	0658-		Karlgren1954
8850	愖	chén	Old_Chinese	0658	0658-		Karlgren1954
8851	瘎	chén	Old_Chinese	0658	0658-		Karlgren1954
8852	𦂼		Old_Chinese	0658	0658-		Karlgren1954
8853	闖	chuǎng	Old_Chinese	0659	0659a		Karlgren1954
8854	闖	chuǎng	Middle_Chinese		0659a	trhimH	Wikibooks2016a
8855	兓	jīn	Old_Chinese	0660	0660a		Karlgren1954
8856	兓	jīn	Middle_Chinese		0660a	tsim	Wikibooks2016a
8857	朁	cǎn	Old_Chinese	0660	0660c		Karlgren1954
8858	朁	cǎn	Middle_Chinese		0660c	tshomX	Wikibooks2016a
8859	憯	cǎn	Old_Chinese	0660	0660e		Karlgren1954
8860	憯	cǎn	Middle_Chinese		0660e	tshomX	Wikibooks2016a
8861	噆	zǎn	Old_Chinese	0660	0660f		Karlgren1954
8862	噆	zǎn	Middle_Chinese		0660f	tshomX	Wikibooks2016a
8863	噆	zǎn	Middle_Chinese		0660f	tsop	Wikibooks2016a
8864	簪	zān	Old_Chinese	0660	0660g		Karlgren1954
8865	簪	zān	Middle_Chinese		0660g	tsom	Wikibooks2016a
8866	簪	zān	Middle_Chinese		0660g	tsrim	Wikibooks2016a
8867	鐕	zān	Old_Chinese	0660	0660h		Karlgren1954
8868	鐕	zān	Middle_Chinese		0660h	tsom	Wikibooks2016a
8869	蠶	cán	Old_Chinese	0660	0660i		Karlgren1954
8870	蠶	cán	Middle_Chinese		0660i	dzom	Wikibooks2016a
8871	譖	zèn	Old_Chinese	0660	0660j		Karlgren1954
8872	譖	zèn	Middle_Chinese		0660j	tsrimH	Wikibooks2016a
8873	鬵	qín	Old_Chinese	0660	0660k		Karlgren1954
8874	鬵	qín	Middle_Chinese		0660k	dzim	Wikibooks2016a
8875	鬵	qín	Middle_Chinese		0660k	dzjem	Wikibooks2016a
8876	僭	jiàn	Old_Chinese	0660	0660l		Karlgren1954
8877	僭	jiàn	Middle_Chinese		0660l	tsemH	Wikibooks2016a
8878	熸	jiān	Old_Chinese	0660	0660m		Karlgren1954
8879	熸	jiān	Middle_Chinese		0660m	tsjem	Wikibooks2016a
8880	潛	qián	Old_Chinese	0660	0660n		Karlgren1954
8881	潛	qián	Middle_Chinese		0660n	dzjem	Wikibooks2016a
8882	潛	qián	Middle_Chinese		0660n	dzjemH	Wikibooks2016a
8883	𠬶		Old_Chinese	0661	0661a		Karlgren1954
8884	𠬶		Middle_Chinese		0661a	tshim	Wikibooks2016a
8885	侵	qīn	Old_Chinese	0661	0661c		Karlgren1954
8886	侵	qīn	Middle_Chinese		0661c	tshim	Wikibooks2016a
8887	綅	qīn	Old_Chinese	0661	0661e		Karlgren1954
8888	綅	qīn	Middle_Chinese		0661e	sjem	Wikibooks2016a
8889	綅	qīn	Middle_Chinese		0661e	tshim	Wikibooks2016a
8890	綅	qīn	Middle_Chinese		0661e	tsim	Wikibooks2016a
8891	寢	qǐn	Old_Chinese	0661	0661f		Karlgren1954
8892	寢	qǐn	Middle_Chinese		0661f	tshimX	Wikibooks2016a
8893	鋟	qǐn	Old_Chinese	0661	0661k		Karlgren1954
8894	鋟	qǐn	Middle_Chinese		0661k	tshimX	Wikibooks2016a
8895	鋟	qǐn	Middle_Chinese		0661k	tshjem	Wikibooks2016a
8896	鋟	qǐn	Middle_Chinese		0661k	tsjem	Wikibooks2016a
8897	駸	qīn	Old_Chinese	0661	0661l		Karlgren1954
8898	駸	qīn	Middle_Chinese		0661l	tshim	Wikibooks2016a
8899	駸	qīn	Middle_Chinese		0661l	tsrhim	Wikibooks2016a
8900	浸	jìn	Old_Chinese	0661	0661m		Karlgren1954
8901	浸	jìn	Middle_Chinese		0661m	tsimH	Wikibooks2016a
8902	祲	jìn	Old_Chinese	0661	0661n		Karlgren1954
8903	祲	jìn	Middle_Chinese		0661n	tsim	Wikibooks2016a
8904	祲	jìn	Middle_Chinese		0661n	tsimH	Wikibooks2016a
8905	寖	jìn	Old_Chinese	0661	0661o		Karlgren1954
8906	寖	jìn	Middle_Chinese		0661o	tsim	Wikibooks2016a
8907	寖	jìn	Middle_Chinese		0661o	tsimH	Wikibooks2016a
8908	尋	xún	Old_Chinese	0662	0662a		Karlgren1954
8909	尋	xún	Middle_Chinese		0662a	zim	Wikibooks2016a
8910	心	xīn	Old_Chinese	0663	0663a		Karlgren1954
8911	心	xīn	Middle_Chinese		0663a	sim	Wikibooks2016a
8912	森	sēn	Old_Chinese	0664	0664a		Karlgren1954
8913	森	sēn	Middle_Chinese		0664a	srim	Wikibooks2016a
8914	審	shěn	Old_Chinese	0665	0665a		Karlgren1954
8915	審	shěn	Middle_Chinese		0665a	syimX	Wikibooks2016a
8916	瀋	shěn	Old_Chinese	0665	0665b		Karlgren1954
8917	瀋	shěn	Middle_Chinese		0665b	tsyhimX	Wikibooks2016a
8918	穼	shēn	Old_Chinese	0666	0666b		Karlgren1954
8919	穼	shēn	Middle_Chinese		0666b	syim	Wikibooks2016a
8920	深	shēn	Old_Chinese	0666	0666c		Karlgren1954
8921	深	shēn	Middle_Chinese		0666c	syim	Wikibooks2016a
8922	深	shēn	Middle_Chinese		0666c	syimH	Wikibooks2016a
8923	琛	chēn	Old_Chinese	0666	0666e		Karlgren1954
8924	琛	chēn	Middle_Chinese		0666e	trhim	Wikibooks2016a
8925	探	tàn	Old_Chinese	0666	0666f		Karlgren1954
8926	探	tàn	Middle_Chinese		0666f	thom	Wikibooks2016a
8927	壬	rén	Old_Chinese	0667	0667a		Karlgren1954
8928	壬	rén	Middle_Chinese		0667a	nyim	Wikibooks2016a
8929	任	rèn	Old_Chinese	0667	0667f		Karlgren1954
8930	任	rèn	Middle_Chinese		0667f	nyimH	Wikibooks2016a
8931	妊	rèn	Old_Chinese	0667	0667i		Karlgren1954
8932	妊	rèn	Middle_Chinese		0667i	nyimH	Wikibooks2016a
8933	姙	rèn	Old_Chinese	0667	0667k		Karlgren1954
8934	姙	rèn	Middle_Chinese		0667k	nyimH	Wikibooks2016a
8935	紝	rèn	Old_Chinese	0667	0667l		Karlgren1954
8936	紝	rèn	Middle_Chinese		0667l	nrim	Wikibooks2016a
8937	紝	rèn	Middle_Chinese		0667l	nyim	Wikibooks2016a
8938	絍	rèn	Old_Chinese	0667	0667m		Karlgren1954
8939	絍	rèn	Middle_Chinese		0667m	nrim	Wikibooks2016a
8940	絍	rèn	Middle_Chinese		0667m	nyim	Wikibooks2016a
8941	衽	rèn	Old_Chinese	0667	0667n		Karlgren1954
8942	衽	rèn	Middle_Chinese		0667n	nyimH	Wikibooks2016a
8943	衽	rèn	Middle_Chinese		0667n	nyimX	Wikibooks2016a
8944	袵	rèn	Old_Chinese	0667	0667o		Karlgren1954
8945	袵	rèn	Middle_Chinese		0667o	nyimH	Wikibooks2016a
8946	袵	rèn	Middle_Chinese		0667o	nyimX	Wikibooks2016a
8947	飪	rèn	Old_Chinese	0667	0667p		Karlgren1954
8948	飪	rèn	Middle_Chinese		0667p	nyimH	Wikibooks2016a
8949	恁	nèn	Old_Chinese	0667	0667q		Karlgren1954
8950	恁	nèn	Middle_Chinese		0667q	nyim	Wikibooks2016a
8951	荏	rěn	Old_Chinese	0667	0667s		Karlgren1954
8952	荏	rěn	Middle_Chinese		0667s	nyimX	Wikibooks2016a
8953	賃	lìn	Old_Chinese	0667	0667t		Karlgren1954
8954	賃	lìn	Middle_Chinese		0667t	nrimH	Wikibooks2016a
8955	稟	bǐng	Old_Chinese	0668	0668a		Karlgren1954
8956	稟	bǐng	Middle_Chinese		0668a	limX	Wikibooks2016a
8957	稟	bǐng	Middle_Chinese		0668a	pimX	Wikibooks2016a
8958	禀	bǐng	Old_Chinese	0668	0668b		Karlgren1954
8959	禀	bǐng	Middle_Chinese		0668b	limX	Wikibooks2016a
8960	禀	bǐng	Middle_Chinese		0668b	pimX	Wikibooks2016a
8961	廩	lǐn	Old_Chinese	0668	0668c		Karlgren1954
8962	廩	lǐn	Middle_Chinese		0668c	limX	Wikibooks2016a
8963	懍	lǐn	Old_Chinese	0668	0668d		Karlgren1954
8964	懍	lǐn	Middle_Chinese		0668d	limX	Wikibooks2016a
8965	品	pǐn	Old_Chinese	0669	0669a		Karlgren1954
8966	品	pǐn	Middle_Chinese		0669a	phimX	Wikibooks2016a
8967	臨	lín	Old_Chinese	0669	0669e		Karlgren1954
8968	臨	lín	Middle_Chinese		0669e	lim	Wikibooks2016a
8969	臨	lín	Middle_Chinese		0669e	limH	Wikibooks2016a
8970	念	niàn	Old_Chinese	0670	0670a		Karlgren1954
8971	念	niàn	Middle_Chinese		0670a	nemH	Wikibooks2016a
8972	稔	rěn	Old_Chinese	0670	0670d		Karlgren1954
8973	稔	rěn	Middle_Chinese		0670d	nyimX	Wikibooks2016a
8974	腍	rèn	Old_Chinese	0670	0670e		Karlgren1954
8975	腍	rèn	Middle_Chinese		0670e	nyimX	Wikibooks2016a
8976	淰	niǎn	Old_Chinese	0670	0670f		Karlgren1954
8977	淰	niǎn	Middle_Chinese		0670f	syimX	Wikibooks2016a
8978	諗	shěn	Old_Chinese	0670	0670g		Karlgren1954
8979	諗	shěn	Middle_Chinese		0670g	syimX	Wikibooks2016a
8980	敜	niè	Old_Chinese	0670	0670h		Karlgren1954
8981	敜	niè	Middle_Chinese		0670h	nep	Wikibooks2016a
8982	咸	xián	Old_Chinese	0671	0671a		Karlgren1954
8983	咸	xián	Middle_Chinese		0671a	heam	Wikibooks2016a
8984	諴	xián	Old_Chinese	0671	0671e		Karlgren1954
8985	諴	xián	Middle_Chinese		0671e	heam	Wikibooks2016a
8986	鹹	xián	Old_Chinese	0671	0671f		Karlgren1954
8987	鹹	xián	Middle_Chinese		0671f	heam	Wikibooks2016a
8988	減	jiǎn	Old_Chinese	0671	0671g		Karlgren1954
8989	減	jiǎn	Middle_Chinese		0671g	heamX	Wikibooks2016a
8990	減	jiǎn	Middle_Chinese		0671g	keamX	Wikibooks2016a
8991	緘	jiān	Old_Chinese	0671	0671i		Karlgren1954
8992	緘	jiān	Middle_Chinese		0671i	keam	Wikibooks2016a
8993	黬	yán	Old_Chinese	0671	0671k		Karlgren1954
8994	黬	yán	Middle_Chinese		0671k	'eamX	Wikibooks2016a
8995	黬	yán	Middle_Chinese		0671k	keam	Wikibooks2016a
8996	感	gǎn	Old_Chinese	0671	0671l		Karlgren1954
8997	感	gǎn	Middle_Chinese		0671l	komX	Wikibooks2016a
8998	顑	kǎn	Old_Chinese	0671	0671m		Karlgren1954
8999	顑	kǎn	Middle_Chinese		0671m	khomX	Wikibooks2016a
9000	顑	kǎn	Middle_Chinese		0671m	xomH	Wikibooks2016a
9001	箴	zhēn	Old_Chinese	0671	0671n		Karlgren1954
9002	箴	zhēn	Middle_Chinese		0671n	tsyim	Wikibooks2016a
9003	鍼	zhēn	Old_Chinese	0671	0671o		Karlgren1954
9004	鍼	zhēn	Middle_Chinese		0671o	tsyim	Wikibooks2016a
9005	憾	hàn	Old_Chinese	0671	0671p		Karlgren1954
9006	憾	hàn	Middle_Chinese		0671p	homH	Wikibooks2016a
9007	臽	xiàn	Old_Chinese	0672	0672a		Karlgren1954
9008	臽	xiàn	Middle_Chinese		0672a	heamH	Wikibooks2016a
9009	陷	xiàn	Old_Chinese	0672	0672c		Karlgren1954
9010	陷	xiàn	Middle_Chinese		0672c	heamH	Wikibooks2016a
9011	錎	xiàn	Old_Chinese	0672	0672d		Karlgren1954
9012	錎	xiàn	Middle_Chinese		0672d	heamX	Wikibooks2016a
9013	埳	kǎn	Old_Chinese	0672	0672e		Karlgren1954
9014	埳	kǎn	Middle_Chinese		0672e	khomX	Wikibooks2016a
9015	欿	kǎn	Old_Chinese	0672	0672f		Karlgren1954
9016	欿	kǎn	Middle_Chinese		0672f	khomX	Wikibooks2016a
9017	淊	yān	Old_Chinese	0672	0672g		Karlgren1954
9018	淊	yān	Middle_Chinese		0672g	homX	Wikibooks2016a
9019	窞	dàn	Old_Chinese	0672	0672i		Karlgren1954
9020	窞	dàn	Middle_Chinese		0672i	domX	Wikibooks2016a
9021	萏	dàn	Old_Chinese	0672	0672j		Karlgren1954
9022	萏	dàn	Middle_Chinese		0672j	domX	Wikibooks2016a
9023	啗	dàn	Old_Chinese	0672	0672k		Karlgren1954
9024	啗	dàn	Middle_Chinese		0672k	damH	Wikibooks2016a
9025	啗	dàn	Middle_Chinese		0672k	damX	Wikibooks2016a
9026	諂	chǎn	Old_Chinese	0672	0672l		Karlgren1954
9027	諂	chǎn	Middle_Chinese		0672l	trhjemX	Wikibooks2016a
9028	閻	yán	Old_Chinese	0672	0672m		Karlgren1954
9029	閻	yán	Middle_Chinese		0672m	yem	Wikibooks2016a
9030	壛	yán	Old_Chinese	0672	0672n		Karlgren1954
9031	壛	yán	Middle_Chinese		0672n	yem	Wikibooks2016a
9032	爓	yàn	Old_Chinese	0672	0672o		Karlgren1954
9033	爓	yàn	Middle_Chinese		0672o	yemH	Wikibooks2016a
9034	爓	yàn	Middle_Chinese		0672o	zim	Wikibooks2016a
9035	讇	chǎn	Old_Chinese	0672	0672p		Karlgren1954
9036	讇	chǎn	Middle_Chinese		0672p	trhjemX	Wikibooks2016a
9037	碞	yán	Old_Chinese	0673	0673a		Karlgren1954
9038	碞	yán	Middle_Chinese		0673a	ngeam	Wikibooks2016a
9039	熊	xióng	Old_Chinese	0674	0674a		Karlgren1954
9040	熊	xióng	Middle_Chinese		0674a	hjuwng	Wikibooks2016a
9041	合	hé	Old_Chinese	0675	0675a		Karlgren1954
9042	合	hé	Middle_Chinese		0675a	hop	Wikibooks2016a
9043	䢔	hé	Old_Chinese	0675	0675e		Karlgren1954
9044	䢔	hé	Middle_Chinese		0675e	hop	Wikibooks2016a
9045	蛤	há	Old_Chinese	0675	0675h		Karlgren1954
9046	蛤	há	Middle_Chinese		0675h	kop	Wikibooks2016a
9047	閤	gé	Old_Chinese	0675	0675i		Karlgren1954
9048	閤	gé	Middle_Chinese		0675i	kop	Wikibooks2016a
9049	韐	gé	Old_Chinese	0675	0675j		Karlgren1954
9050	韐	gé	Middle_Chinese		0675j	keap	Wikibooks2016a
9051	韐	gé	Middle_Chinese		0675j	kop	Wikibooks2016a
9052	跲	jiá	Old_Chinese	0675	0675k		Karlgren1954
9053	跲	jiá	Middle_Chinese		0675k	gjaep	Wikibooks2016a
9054	跲	jiá	Middle_Chinese		0675k	keap	Wikibooks2016a
9055	跲	jiá	Middle_Chinese		0675k	kjaep	Wikibooks2016a
9056	鞈	gé	Old_Chinese	0675	0675l		Karlgren1954
9057	鞈	gé	Middle_Chinese		0675l	keap	Wikibooks2016a
9058	洽	qià	Old_Chinese	0675	0675m		Karlgren1954
9059	洽	qià	Middle_Chinese		0675m	heap	Wikibooks2016a
9060	祫	xiá	Old_Chinese	0675	0675n		Karlgren1954
9061	祫	xiá	Middle_Chinese		0675n	heap	Wikibooks2016a
9062	袷	jiá	Old_Chinese	0675	0675o		Karlgren1954
9063	袷	jiá	Middle_Chinese		0675o	kjaep	Wikibooks2016a
9064	給	gěi	Old_Chinese	0675	0675p		Karlgren1954
9065	給	gěi	Middle_Chinese		0675p	kip	Wikibooks2016a
9066	翕	xī	Old_Chinese	0675	0675q		Karlgren1954
9067	翕	xī	Middle_Chinese		0675q	xip	Wikibooks2016a
9068	噏	xī	Old_Chinese	0675	0675r		Karlgren1954
9069	噏	xī	Middle_Chinese		0675r	xip	Wikibooks2016a
9070	歙	shè	Old_Chinese	0675	0675s		Karlgren1954
9071	歙	shè	Middle_Chinese		0675s	xip	Wikibooks2016a
9072	潝	xī	Old_Chinese	0675	0675t		Karlgren1954
9073	潝	xī	Middle_Chinese		0675t	xip	Wikibooks2016a
9074	闟	xì	Old_Chinese	0675	0675u		Karlgren1954
9075	闟	xì	Middle_Chinese		0675u	xip	Wikibooks2016a
9076	答	dá	Old_Chinese	0676	0676a		Karlgren1954
9077	答	dá	Middle_Chinese		0676a	top	Wikibooks2016a
9078	荅	dā	Old_Chinese	0676	0676b		Karlgren1954
9079	荅	dā	Middle_Chinese		0676b	top	Wikibooks2016a
9080	嗒	dā	Old_Chinese	0676	0676c		Karlgren1954
9081	嗒	dā	Middle_Chinese		0676c	thap	Wikibooks2016a
9082	嗒	dā	Middle_Chinese		0676c	thop	Wikibooks2016a
9083	沓	dá	Old_Chinese	0677	0677a		Karlgren1954
9084	沓	dá	Middle_Chinese		0677a	dop	Wikibooks2016a
9085	誻	tà	Old_Chinese	0677	0677b		Karlgren1954
9086	誻	tà	Middle_Chinese		0677b	dop	Wikibooks2016a
9087	眔	dà	Old_Chinese	0678	0678a		Karlgren1954
9088	眔	dà	Middle_Chinese		0678a	dop	Wikibooks2016a
9089	遝	tà	Old_Chinese	0678	0678e		Karlgren1954
9090	遝	tà	Middle_Chinese		0678e	dop	Wikibooks2016a
9091	嚃	tā	Old_Chinese	0678	0678f		Karlgren1954
9092	嚃	tā	Middle_Chinese		0678f	thop	Wikibooks2016a
9093	帀	zā	Old_Chinese	0679	0679a		Karlgren1954
9094	帀	zā	Middle_Chinese		0679a	tsop	Wikibooks2016a
9095	匝	zā	Old_Chinese	0679	0679b		Karlgren1954
9096	匝	zā	Middle_Chinese		0679b	tsop	Wikibooks2016a
9097	颯	sà	Old_Chinese	0680	0680a		Karlgren1954
9098	颯	sà	Middle_Chinese		0680a	sop	Wikibooks2016a
9099	及	jí	Old_Chinese	0681	0681a		Karlgren1954
9100	及	jí	Middle_Chinese		0681a	gip	Wikibooks2016a
9101	彶	jí	Old_Chinese	0681	0681d		Karlgren1954
9102	彶	jí	Middle_Chinese		0681d	kip	Wikibooks2016a
9103	急	jí	Old_Chinese	0681	0681g		Karlgren1954
9104	急	jí	Middle_Chinese		0681g	kip	Wikibooks2016a
9105	汲	jí	Old_Chinese	0681	0681h		Karlgren1954
9106	汲	jí	Middle_Chinese		0681h	kip	Wikibooks2016a
9107	級	jí	Old_Chinese	0681	0681i		Karlgren1954
9108	級	jí	Middle_Chinese		0681i	kip	Wikibooks2016a
9109	吸	xī	Old_Chinese	0681	0681j		Karlgren1954
9110	吸	xī	Middle_Chinese		0681j	xip	Wikibooks2016a
9111	圾	jī	Old_Chinese	0681	0681k		Karlgren1954
9112	圾	jī	Middle_Chinese		0681k	ngip	Wikibooks2016a
9113	岌	jí	Old_Chinese	0681	0681l		Karlgren1954
9114	岌	jí	Middle_Chinese		0681l	ngip	Wikibooks2016a
9115	极	jí	Old_Chinese	0681	0681m		Karlgren1954
9116	极	jí	Middle_Chinese		0681m	gjep	Wikibooks2016a
9117	笈	jí	Old_Chinese	0681	0681o		Karlgren1954
9118	笈	jí	Middle_Chinese		0681o	gjep	Wikibooks2016a
9119	燁	yè	Old_Chinese	0682	0682a		Karlgren1954
9120	燁	yè	Middle_Chinese		0682a	hip	Wikibooks2016a
9121	燁	yè	Middle_Chinese		0682a	hjep	Wikibooks2016a
9122	燁	yè	Middle_Chinese		0682a	yep	Wikibooks2016a
9123	爗	yè	Old_Chinese	0682	0682b		Karlgren1954
9124	爗	yè	Middle_Chinese		0682b	hip	Wikibooks2016a
9125	爗	yè	Middle_Chinese		0682b	hjep	Wikibooks2016a
9126	邑	yì	Old_Chinese	0683	0683a		Karlgren1954
9127	邑	yì	Middle_Chinese		0683a	'ip	Wikibooks2016a
9128	悒	yì	Old_Chinese	0683	0683f		Karlgren1954
9129	悒	yì	Middle_Chinese		0683f	'ip	Wikibooks2016a
9130	挹	yì	Old_Chinese	0683	0683g		Karlgren1954
9131	挹	yì	Middle_Chinese		0683g	'jip	Wikibooks2016a
9132	浥	yì	Old_Chinese	0683	0683h		Karlgren1954
9133	浥	yì	Middle_Chinese		0683h	'ip	Wikibooks2016a
9134	唈	yì	Old_Chinese	0683	0683i		Karlgren1954
9135	唈	yì	Middle_Chinese		0683i	'op	Wikibooks2016a
9136	馽	zhí	Old_Chinese	0684	0684a		Karlgren1954
9137	馽	zhí	Middle_Chinese		0684a	trip	Wikibooks2016a
9138	執	zhí	Old_Chinese	0685	0685a		Karlgren1954
9139	執	zhí	Middle_Chinese		0685a	tsyip	Wikibooks2016a
9140	縶	zhí	Old_Chinese	0685	0685f		Karlgren1954
9141	縶	zhí	Middle_Chinese		0685f	trip	Wikibooks2016a
9142	蟄	zhé	Old_Chinese	0685	0685g		Karlgren1954
9143	蟄	zhé	Middle_Chinese		0685g	drip	Wikibooks2016a
9144	慹	zhí	Old_Chinese	0685	0685h		Karlgren1954
9145	慹	zhí	Middle_Chinese		0685h	nep	Wikibooks2016a
9146	慹	zhí	Middle_Chinese		0685h	tsyep	Wikibooks2016a
9147	慹	zhí	Middle_Chinese		0685h	tsyip	Wikibooks2016a
9148	蓻	zí	Old_Chinese	0685	0685i		Karlgren1954
9149	蓻	zí	Middle_Chinese		0685i	tsip	Wikibooks2016a
9150	騺	zhì	Old_Chinese	0685	0685j		Karlgren1954
9151	騺	zhì	Middle_Chinese		0685j	trijH	Wikibooks2016a
9152	摯	zhì	Old_Chinese	0685	0685k		Karlgren1954
9153	摯	zhì	Middle_Chinese		0685k	tsyijH	Wikibooks2016a
9154	贄	zhì	Old_Chinese	0685	0685m		Karlgren1954
9155	贄	zhì	Middle_Chinese		0685m	tsyijH	Wikibooks2016a
9156	鷙	zhì	Old_Chinese	0685	0685n		Karlgren1954
9157	鷙	zhì	Middle_Chinese		0685n	tsyijH	Wikibooks2016a
9158	墊	diàn	Old_Chinese	0685	0685o		Karlgren1954
9159	墊	diàn	Middle_Chinese		0685o	temH	Wikibooks2016a
9160	十	shí	Old_Chinese	0686	0686a		Karlgren1954
9161	十	shí	Middle_Chinese		0686a	dzyip	Wikibooks2016a
9162	什	shén	Old_Chinese	0686	0686e		Karlgren1954
9163	什	shén	Middle_Chinese		0686e	dzyip	Wikibooks2016a
9164	汁	zhī	Old_Chinese	0686	0686f		Karlgren1954
9165	汁	zhī	Middle_Chinese		0686f	tsyip	Wikibooks2016a
9166	拾	shí	Old_Chinese	0687	0687a		Karlgren1954
9167	拾	shí	Middle_Chinese		0687a	dzyip	Wikibooks2016a
9168	拾	shí	Middle_Chinese		0687a	gjaep	Wikibooks2016a
9169	咠	qì	Old_Chinese	0688	0688a		Karlgren1954
9170	咠	qì	Middle_Chinese		0688a	tship	Wikibooks2016a
9171	咠	qì	Middle_Chinese		0688a	tsip	Wikibooks2016a
9172	緝	jī	Old_Chinese	0688	0688b		Karlgren1954
9173	緝	jī	Middle_Chinese		0688b	tship	Wikibooks2016a
9174	緝	jī	Middle_Chinese		0688b	tsip	Wikibooks2016a
9175	葺	qì	Old_Chinese	0688	0688c		Karlgren1954
9176	葺	qì	Middle_Chinese		0688c	tship	Wikibooks2016a
9177	輯	jí	Old_Chinese	0688	0688d		Karlgren1954
9178	輯	jí	Middle_Chinese		0688d	dzip	Wikibooks2016a
9179	輯	jí	Middle_Chinese		0688d	tsrip	Wikibooks2016a
9180	戢	jí	Old_Chinese	0688	0688e		Karlgren1954
9181	戢	jí	Middle_Chinese		0688e	tsrip	Wikibooks2016a
